user_id,signup_date,acquisition_channel,primary_device,country,plan,quality_score,age_group
U006968,2025-10-19,referral,desktop,MX,starter,0.313,18-24
U006969,2025-12-29,paid_search,mobile,US,free,0.269,18-24
U006970,2025-10-04,paid_social,desktop,BR,starter,0.413,25-34
U006971,2025-10-24,email,desktop,US,free,0.282,25-34
U006972,2025-11-21,organic,mobile,FR,free,0.357,35-44
U006973,2025-12-04,email,mobile,FR,free,0.438,25-34
U006974,2025-10-25,organic,mobile,UK,pro,0.292,25-34
U006975,2025-12-25,organic,desktop,FR,free,0.351,35-44
U006976,2025-10-15,email,mobile,AU,pro,0.328,18-24
U006977,2025-10-30,organic,desktop,US,starter,0.255,25-34
U006978,2025-10-24,organic,desktop,US,pro,0.561,45-54
U006979,2025-10-17,paid_search,desktop,US,free,0.248,35-44
U006980,2025-10-02,paid_search,mobile,IN,free,0.107,25-34
U006981,2025-10-24,organic,mobile,MX,starter,0.098,18-24
U006982,2025-12-16,organic,tablet,AU,starter,0.373,18-24
U006983,2025-10-03,email,desktop,US,free,0.145,45-54
U006984,2025-10-16,organic,mobile,UK,starter,0.066,25-34
U006985,2025-11-21,paid_social,mobile,US,pro,0.319,35-44
U006986,2025-11-16,organic,desktop,US,free,0.294,45-54
U006987,2025-12-27,paid_search,desktop,AU,starter,0.495,55+
U006988,2025-10-14,email,mobile,UK,free,0.038,45-54
U006989,2025-10-02,direct,mobile,IN,free,0.424,35-44
U006990,2025-10-02,organic,tablet,AU,pro,0.42,18-24
U006991,2025-10-02,direct,desktop,FR,free,0.185,35-44
U006992,2025-10-07,paid_social,mobile,US,free,0.427,25-34
U006993,2025-10-12,referral,mobile,US,free,0.181,45-54
U006994,2025-12-29,organic,mobile,CA,starter,0.218,25-34
U006995,2025-10-13,referral,mobile,AU,free,0.438,35-44
U006996,2025-10-21,paid_search,tablet,IN,free,0.326,35-44
U006997,2025-10-12,email,mobile,AU,free,0.25,35-44
U006998,2025-10-23,paid_search,mobile,US,starter,0.312,45-54
U006999,2025-12-21,organic,desktop,JP,starter,0.289,25-34
U007000,2025-12-14,paid_social,mobile,IN,starter,0.256,35-44
U007001,2025-12-21,direct,mobile,UK,pro,0.341,25-34
U007002,2025-10-01,direct,mobile,US,free,0.365,45-54
U007003,2025-12-25,organic,desktop,BR,free,0.244,18-24
U007004,2025-10-07,organic,desktop,AU,starter,0.254,45-54
U007005,2025-11-18,referral,desktop,US,free,0.385,18-24
U007006,2025-12-23,paid_search,tablet,DE,free,0.109,25-34
U007007,2025-10-10,referral,mobile,FR,free,0.115,35-44
U007008,2025-10-01,organic,desktop,CA,starter,0.16,35-44
U007009,2025-10-20,referral,desktop,US,free,0.414,45-54
U007010,2025-12-17,organic,desktop,UK,free,0.402,35-44
U007011,2025-10-08,email,mobile,MX,free,0.289,25-34
U007012,2025-10-04,email,mobile,US,starter,0.362,25-34
U007013,2025-12-24,email,mobile,US,free,0.197,25-34
U007014,2025-12-10,paid_search,desktop,MX,free,0.218,25-34
U007015,2025-10-12,organic,mobile,US,starter,0.146,25-34
U007016,2025-12-09,paid_search,desktop,US,free,0.043,45-54
U007017,2025-10-05,organic,desktop,US,starter,0.206,45-54
U007018,2025-10-09,organic,tablet,DE,starter,0.368,25-34
U007019,2025-11-08,paid_search,desktop,DE,free,0.059,18-24
U007020,2025-10-13,paid_search,desktop,UK,free,0.263,25-34
U007021,2025-10-18,email,desktop,US,free,0.078,55+
U007022,2025-10-13,direct,desktop,UK,starter,0.18,25-34
U007023,2025-12-29,direct,mobile,DE,pro,0.422,25-34
U007024,2025-11-02,paid_social,mobile,US,starter,0.452,55+
U007025,2025-10-18,paid_search,mobile,US,starter,0.328,35-44
U007026,2025-10-15,organic,desktop,CA,starter,0.246,55+
U007027,2025-11-02,email,tablet,US,free,0.138,55+
U007028,2025-10-12,organic,mobile,IN,starter,0.611,18-24
U007029,2025-10-18,organic,mobile,IN,free,0.211,18-24
U007030,2025-10-20,paid_social,mobile,IN,free,0.496,35-44
U007031,2025-10-01,referral,mobile,US,free,0.746,35-44
U007032,2025-12-05,organic,mobile,US,starter,0.172,55+
U007033,2025-10-13,email,desktop,US,enterprise,0.457,35-44
U007034,2025-10-08,paid_social,mobile,US,starter,0.243,25-34
U007035,2025-10-28,organic,mobile,US,free,0.443,35-44
U007036,2025-10-08,email,mobile,US,free,0.124,25-34
U007037,2025-10-26,organic,mobile,US,starter,0.353,25-34
U007038,2025-10-31,organic,mobile,DE,free,0.063,25-34
U007039,2025-12-29,email,mobile,US,free,0.114,25-34
U007040,2025-11-06,paid_social,desktop,US,starter,0.366,45-54
U007041,2025-10-10,paid_search,mobile,US,free,0.216,55+
U007042,2025-11-25,paid_social,mobile,US,starter,0.039,25-34
U007043,2025-10-20,organic,tablet,US,pro,0.157,35-44
U007044,2025-10-29,paid_search,mobile,UK,starter,0.254,18-24
U007045,2025-10-12,paid_social,desktop,CA,free,0.232,25-34
U007046,2025-10-10,organic,mobile,CA,free,0.2,25-34
U007047,2025-11-13,email,mobile,US,free,0.12,25-34
U007048,2025-10-23,referral,mobile,BR,free,0.351,25-34
U007049,2025-11-22,referral,mobile,IN,free,0.078,25-34
U007050,2025-12-22,organic,desktop,FR,starter,0.237,55+
U007051,2025-12-09,paid_search,desktop,IN,starter,0.321,25-34
U007052,2025-10-15,paid_search,mobile,CA,starter,0.558,18-24
U007053,2025-10-03,email,mobile,US,free,0.139,25-34
U007054,2025-12-26,paid_search,desktop,IN,starter,0.353,25-34
U007055,2025-10-12,email,desktop,US,pro,0.363,25-34
U007056,2025-10-25,paid_social,desktop,UK,starter,0.415,18-24
U007057,2025-10-02,direct,mobile,US,enterprise,0.395,18-24
U007058,2025-10-16,direct,mobile,IN,pro,0.3,18-24
U007059,2025-10-03,paid_social,mobile,US,pro,0.467,35-44
U007060,2025-11-02,organic,desktop,US,free,0.158,18-24
U007061,2025-10-02,direct,mobile,US,starter,0.319,25-34
U007062,2025-10-07,organic,desktop,US,free,0.224,55+
U007063,2025-12-29,paid_search,desktop,US,free,0.114,18-24
U007064,2025-10-27,organic,mobile,US,free,0.148,35-44
U007065,2025-10-25,email,mobile,US,pro,0.35,25-34
U007066,2025-10-06,email,desktop,CA,free,0.244,35-44
U007067,2025-11-20,paid_search,mobile,US,free,0.284,25-34
U007068,2025-10-05,organic,mobile,US,starter,0.079,18-24
U007069,2025-10-05,referral,desktop,JP,free,0.255,25-34
U007070,2025-12-29,direct,mobile,US,starter,0.463,35-44
U007071,2025-10-17,paid_social,mobile,CA,free,0.19,25-34
U007072,2025-10-02,paid_social,desktop,BR,pro,0.615,25-34
U007073,2025-10-15,organic,mobile,US,free,0.207,55+
U007074,2025-10-27,referral,desktop,FR,free,0.075,35-44
U007075,2025-11-18,direct,mobile,FR,free,0.205,55+
U007076,2025-10-07,email,desktop,US,free,0.071,55+
U007077,2025-10-21,email,mobile,US,free,0.222,45-54
U007078,2025-10-08,organic,tablet,US,starter,0.274,35-44
U007079,2025-10-09,direct,desktop,BR,free,0.131,35-44
U007080,2025-10-20,paid_search,desktop,FR,free,0.476,25-34
U007081,2025-10-02,email,desktop,IN,starter,0.126,25-34
U007082,2025-10-18,organic,desktop,DE,starter,0.603,35-44
U007083,2025-10-25,referral,mobile,BR,starter,0.408,45-54
U007084,2025-10-06,direct,mobile,JP,free,0.055,35-44
U007085,2025-10-13,paid_social,desktop,US,starter,0.413,35-44
U007086,2025-12-10,organic,desktop,US,starter,0.23,55+
U007087,2025-10-03,email,mobile,US,free,0.028,25-34
U007088,2025-11-01,organic,mobile,US,starter,0.133,55+
U007089,2025-10-03,paid_search,mobile,US,free,0.18,25-34
U007090,2025-10-07,organic,mobile,DE,free,0.175,25-34
U007091,2025-10-25,direct,mobile,JP,free,0.223,35-44
U007092,2025-10-23,organic,mobile,US,free,0.157,35-44
U007093,2025-10-14,email,desktop,DE,starter,0.457,35-44
U007094,2025-10-10,paid_social,mobile,US,starter,0.407,35-44
U007095,2025-10-03,organic,mobile,BR,starter,0.325,35-44
U007096,2025-10-28,organic,mobile,US,starter,0.237,55+
U007097,2025-10-25,paid_search,mobile,US,free,0.03,25-34
U007098,2025-10-03,organic,mobile,US,free,0.279,45-54
U007099,2025-11-07,email,desktop,UK,pro,0.697,45-54
U007100,2025-12-19,paid_social,mobile,IN,starter,0.125,25-34
U007101,2025-11-18,email,mobile,CA,free,0.167,35-44
U007102,2025-10-30,organic,mobile,CA,free,0.05,35-44
U007103,2025-10-14,email,mobile,UK,free,0.17,35-44
U007104,2025-10-09,organic,desktop,US,starter,0.236,45-54
U007105,2025-10-25,paid_search,mobile,US,enterprise,0.637,55+
U007106,2025-12-16,organic,mobile,US,starter,0.281,25-34
U007107,2025-10-21,email,mobile,US,free,0.211,35-44
U007108,2025-10-29,email,desktop,IN,pro,0.548,25-34
U007109,2025-10-10,paid_social,mobile,US,free,0.414,45-54
U007110,2025-10-13,organic,mobile,US,pro,0.364,35-44
U007111,2025-10-18,paid_search,mobile,US,free,0.117,45-54
U007112,2025-10-18,email,mobile,FR,free,0.206,45-54
U007113,2025-10-08,organic,desktop,DE,free,0.532,25-34
U007114,2025-12-29,organic,mobile,FR,free,0.061,25-34
U007115,2025-10-09,direct,desktop,AU,pro,0.351,18-24
U007116,2025-10-31,paid_social,desktop,US,free,0.04,45-54
U007117,2025-11-24,referral,mobile,US,free,0.412,25-34
U007118,2025-11-11,organic,tablet,US,free,0.209,18-24
U007119,2025-11-02,paid_search,mobile,JP,free,0.084,25-34
U007120,2025-11-03,organic,desktop,US,free,0.083,45-54
U007121,2025-10-15,paid_search,desktop,US,free,0.237,25-34
U007122,2025-10-24,email,mobile,US,free,0.118,35-44
U007123,2025-10-09,paid_social,mobile,US,free,0.02,35-44
U007124,2025-11-04,organic,desktop,AU,free,0.383,35-44
U007125,2025-10-09,paid_social,mobile,UK,pro,0.332,35-44
U007126,2025-11-06,organic,mobile,US,pro,0.336,35-44
U007127,2025-10-15,direct,desktop,IN,free,0.226,25-34
U007128,2025-11-22,direct,mobile,US,free,0.514,25-34
U007129,2025-10-28,email,mobile,JP,free,0.389,35-44
U007130,2025-11-04,organic,desktop,US,free,0.191,25-34
U007131,2025-10-10,email,mobile,DE,free,0.241,35-44
U007132,2025-10-25,paid_social,desktop,US,starter,0.327,25-34
U007133,2025-10-22,email,mobile,US,free,0.368,25-34
U007134,2025-12-17,paid_search,mobile,CA,free,0.179,25-34
U007135,2025-10-16,direct,mobile,US,starter,0.234,18-24
U007136,2025-10-14,paid_search,mobile,FR,starter,0.223,25-34
U007137,2025-11-05,paid_search,mobile,US,pro,0.451,18-24
U007138,2025-10-12,organic,desktop,US,free,0.577,35-44
U007139,2025-12-29,email,desktop,DE,pro,0.635,45-54
U007140,2025-12-15,organic,desktop,AU,free,0.134,18-24
U007141,2025-10-24,organic,mobile,UK,starter,0.575,55+
U007142,2025-10-30,direct,tablet,BR,free,0.295,45-54
U007143,2025-10-02,direct,desktop,US,free,0.227,55+
U007144,2025-12-29,referral,desktop,US,free,0.292,25-34
U007145,2025-11-28,organic,desktop,FR,starter,0.582,25-34
U007146,2025-10-06,paid_search,mobile,AU,starter,0.188,25-34
U007147,2025-10-03,email,mobile,DE,enterprise,0.313,45-54
U007148,2025-12-19,organic,mobile,AU,free,0.107,35-44
U007149,2025-12-28,email,mobile,US,pro,0.364,25-34
U007150,2025-11-26,organic,mobile,IN,free,0.239,25-34
U007151,2025-10-04,organic,mobile,US,starter,0.507,18-24
U007152,2025-11-25,organic,mobile,US,free,0.594,35-44
U007153,2025-11-07,organic,mobile,CA,free,0.128,55+
U007154,2025-10-03,referral,tablet,US,free,0.216,25-34
U007155,2025-10-21,referral,desktop,US,free,0.178,35-44
U007156,2025-11-24,organic,mobile,AU,pro,0.174,35-44
U007157,2025-10-16,direct,tablet,US,starter,0.518,45-54
U007158,2025-10-06,paid_social,desktop,UK,free,0.092,25-34
U007159,2025-12-29,email,desktop,US,free,0.254,18-24
U007160,2025-10-02,paid_search,mobile,US,starter,0.328,55+
U007161,2025-10-05,organic,desktop,US,pro,0.805,25-34
U007162,2025-10-13,paid_search,tablet,US,pro,0.618,25-34
U007163,2025-11-08,paid_social,mobile,IN,starter,0.244,18-24
U007164,2025-10-15,direct,desktop,UK,free,0.059,25-34
U007165,2025-10-08,organic,mobile,FR,free,0.167,25-34
U007166,2025-10-11,direct,mobile,CA,enterprise,0.626,18-24
U007167,2025-10-03,referral,mobile,JP,free,0.187,18-24
U007168,2025-10-09,organic,mobile,FR,free,0.358,55+
U007169,2025-10-04,organic,mobile,US,starter,0.129,25-34
U007170,2025-10-14,referral,tablet,FR,free,0.21,35-44
U007171,2025-10-22,organic,mobile,US,starter,0.341,25-34
U007172,2025-11-17,organic,mobile,US,free,0.211,35-44
U007173,2025-11-03,organic,mobile,BR,starter,0.392,18-24
U007174,2025-11-18,email,desktop,CA,starter,0.387,35-44
U007175,2025-10-21,paid_social,mobile,US,free,0.285,55+
U007176,2025-10-22,organic,desktop,IN,starter,0.472,25-34
U007177,2025-11-17,organic,mobile,CA,pro,0.452,25-34
U007178,2025-12-03,email,desktop,UK,starter,0.071,35-44
U007179,2025-10-12,referral,mobile,JP,starter,0.279,18-24
U007180,2025-11-15,paid_search,desktop,CA,starter,0.511,25-34
U007181,2025-11-26,paid_social,desktop,MX,free,0.064,18-24
U007182,2025-10-03,direct,mobile,US,starter,0.579,18-24
U007183,2025-10-21,direct,desktop,US,free,0.092,45-54
U007184,2025-11-26,paid_social,mobile,BR,free,0.208,45-54
U007185,2025-10-19,email,desktop,CA,starter,0.282,25-34
U007186,2025-10-09,paid_search,mobile,DE,free,0.243,35-44
U007187,2025-11-17,email,desktop,JP,starter,0.31,35-44
U007188,2025-12-01,direct,desktop,BR,free,0.128,35-44
U007189,2025-11-05,referral,mobile,IN,starter,0.259,25-34
U007190,2025-10-18,paid_social,desktop,UK,pro,0.346,35-44
U007191,2025-10-19,paid_social,mobile,AU,free,0.527,45-54
U007192,2025-10-06,organic,mobile,US,free,0.217,35-44
U007193,2025-10-05,paid_social,mobile,US,free,0.083,18-24
U007194,2025-11-05,email,mobile,IN,starter,0.094,25-34
U007195,2025-10-18,paid_social,desktop,US,free,0.017,35-44
U007196,2025-10-01,email,desktop,US,free,0.314,35-44
U007197,2025-10-22,referral,mobile,UK,starter,0.314,18-24
U007198,2025-10-01,email,desktop,BR,starter,0.358,35-44
U007199,2025-10-13,paid_search,desktop,UK,pro,0.318,25-34
U007200,2025-10-08,paid_search,mobile,CA,pro,0.375,35-44
U007201,2025-10-03,organic,desktop,US,free,0.135,35-44
U007202,2025-10-05,organic,mobile,US,free,0.495,25-34
U007203,2025-10-06,direct,mobile,US,pro,0.634,35-44
U007204,2025-10-23,paid_search,mobile,AU,free,0.133,35-44
U007205,2025-11-20,direct,mobile,UK,enterprise,0.452,45-54
U007206,2025-10-13,organic,mobile,FR,starter,0.382,45-54
U007207,2025-10-01,email,desktop,FR,pro,0.113,18-24
U007208,2025-10-05,referral,desktop,US,free,0.257,35-44
U007209,2025-12-14,organic,mobile,UK,free,0.414,25-34
U007210,2025-10-01,direct,mobile,IN,starter,0.564,35-44
U007211,2025-10-21,paid_search,mobile,UK,starter,0.536,35-44
U007212,2025-10-05,paid_social,desktop,UK,pro,0.491,45-54
U007213,2025-12-29,paid_search,mobile,US,free,0.12,35-44
U007214,2025-10-03,direct,desktop,IN,free,0.297,18-24
U007215,2025-10-29,paid_social,mobile,US,pro,0.437,35-44
U007216,2025-10-03,organic,mobile,AU,free,0.185,55+
U007217,2025-10-14,referral,mobile,FR,free,0.253,25-34
U007218,2025-10-20,direct,mobile,US,free,0.43,18-24
U007219,2025-10-02,direct,mobile,US,enterprise,0.479,25-34
U007220,2025-10-18,email,desktop,AU,free,0.328,35-44
U007221,2025-10-22,paid_social,desktop,CA,free,0.228,25-34
U007222,2025-10-17,paid_social,mobile,JP,free,0.047,25-34
U007223,2025-10-18,organic,desktop,CA,starter,0.387,25-34
U007224,2025-10-08,direct,mobile,CA,starter,0.436,25-34
U007225,2025-10-19,organic,mobile,JP,free,0.326,35-44
U007226,2025-11-15,email,mobile,US,free,0.37,18-24
U007227,2025-10-26,email,mobile,FR,starter,0.507,25-34
U007228,2025-11-21,referral,mobile,US,pro,0.533,35-44
U007229,2025-10-17,organic,desktop,CA,starter,0.39,25-34
U007230,2025-11-03,email,mobile,US,starter,0.282,45-54
U007231,2025-10-19,paid_social,mobile,FR,free,0.121,18-24
U007232,2025-11-22,email,mobile,US,starter,0.226,45-54
U007233,2025-11-13,organic,mobile,US,enterprise,0.343,55+
U007234,2025-11-17,paid_social,mobile,DE,free,0.047,45-54
U007235,2025-10-20,referral,desktop,US,pro,0.354,25-34
U007236,2025-10-12,email,desktop,US,starter,0.505,45-54
U007237,2025-10-04,paid_search,desktop,US,free,0.509,35-44
U007238,2025-10-15,direct,desktop,FR,starter,0.335,35-44
U007239,2025-12-11,paid_social,desktop,AU,starter,0.245,25-34
U007240,2025-10-02,paid_social,desktop,DE,pro,0.314,25-34
U007241,2025-10-02,email,mobile,IN,starter,0.327,25-34
U007242,2025-11-20,paid_social,mobile,US,free,0.246,55+
U007243,2025-10-08,paid_search,mobile,US,starter,0.336,25-34
U007244,2025-10-17,direct,desktop,US,free,0.361,25-34
U007245,2025-12-13,organic,mobile,US,free,0.022,55+
U007246,2025-10-12,referral,mobile,US,pro,0.403,35-44
U007247,2025-10-02,organic,mobile,DE,free,0.027,18-24
U007248,2025-11-28,organic,desktop,US,free,0.293,25-34
U007249,2025-10-17,direct,mobile,MX,free,0.432,35-44
U007250,2025-12-19,organic,desktop,CA,free,0.085,25-34
U007251,2025-10-05,paid_search,mobile,JP,free,0.207,55+
U007252,2025-10-24,direct,mobile,DE,free,0.07,45-54
U007253,2025-10-21,organic,mobile,US,free,0.189,25-34
U007254,2025-10-11,paid_search,desktop,BR,free,0.172,18-24
U007255,2025-10-26,paid_social,mobile,UK,starter,0.232,55+
U007256,2025-11-12,organic,mobile,US,free,0.208,45-54
U007257,2025-10-04,organic,desktop,US,free,0.264,25-34
U007258,2025-10-27,organic,mobile,CA,starter,0.062,35-44
U007259,2025-10-08,email,mobile,US,free,0.275,45-54
U007260,2025-12-16,paid_social,desktop,DE,free,0.154,35-44
U007261,2025-10-08,email,mobile,US,free,0.193,25-34
U007262,2025-10-07,organic,mobile,US,free,0.092,35-44
U007263,2025-10-18,paid_social,desktop,FR,free,0.339,25-34
U007264,2025-12-17,organic,mobile,IN,free,0.138,25-34
U007265,2025-11-03,direct,desktop,DE,free,0.453,35-44
U007266,2025-12-22,paid_search,tablet,US,free,0.498,35-44
U007267,2025-11-14,organic,mobile,JP,enterprise,0.278,25-34
U007268,2025-11-26,organic,mobile,US,free,0.123,25-34
U007269,2025-10-13,direct,mobile,IN,starter,0.14,18-24
U007270,2025-10-05,email,mobile,BR,starter,0.293,25-34
U007271,2025-10-17,email,mobile,IN,free,0.224,18-24
U007272,2025-10-01,organic,mobile,FR,free,0.196,25-34
U007273,2025-10-15,organic,mobile,US,free,0.185,25-34
U007274,2025-12-29,paid_search,mobile,US,free,0.329,45-54
U007275,2025-11-17,organic,desktop,FR,free,0.538,45-54
U007276,2025-10-02,email,desktop,AU,free,0.329,35-44
U007277,2025-10-03,paid_social,desktop,UK,starter,0.446,25-34
U007278,2025-10-07,email,mobile,AU,free,0.129,45-54
U007279,2025-10-15,email,desktop,CA,pro,0.468,25-34
U007280,2025-10-13,email,mobile,BR,free,0.22,25-34
U007281,2025-10-06,paid_search,desktop,FR,starter,0.24,45-54
U007282,2025-10-02,paid_search,mobile,US,starter,0.649,35-44
U007283,2025-10-06,paid_social,mobile,US,free,0.276,18-24
U007284,2025-10-27,paid_search,mobile,US,free,0.077,45-54
U007285,2025-10-26,organic,mobile,US,free,0.204,35-44
U007286,2025-10-06,direct,mobile,US,starter,0.315,45-54
U007287,2025-10-23,organic,desktop,US,free,0.351,35-44
U007288,2025-10-30,direct,mobile,UK,pro,0.328,25-34
U007289,2025-10-22,direct,mobile,US,starter,0.59,25-34
U007290,2025-11-20,paid_search,desktop,US,starter,0.38,25-34
U007291,2025-10-02,paid_search,desktop,UK,free,0.075,25-34
U007292,2025-10-13,organic,mobile,FR,starter,0.059,35-44
U007293,2025-10-04,organic,mobile,DE,pro,0.418,18-24
U007294,2025-12-12,email,desktop,US,free,0.27,35-44
U007295,2025-10-06,paid_social,mobile,CA,free,0.136,35-44
U007296,2025-11-22,direct,tablet,US,starter,0.449,25-34
U007297,2025-10-01,organic,desktop,UK,free,0.079,25-34
U007298,2025-10-08,email,tablet,CA,free,0.204,35-44
U007299,2025-10-16,direct,desktop,FR,starter,0.107,18-24
U007300,2025-11-16,paid_social,desktop,MX,free,0.156,35-44
U007301,2025-12-12,referral,mobile,CA,free,0.193,45-54
U007302,2025-10-27,paid_social,desktop,AU,free,0.357,45-54
U007303,2025-11-15,direct,desktop,IN,pro,0.341,45-54
U007304,2025-12-16,organic,desktop,UK,starter,0.493,18-24
U007305,2025-10-09,paid_search,mobile,DE,free,0.222,35-44
U007306,2025-11-06,paid_social,mobile,US,starter,0.499,25-34
U007307,2025-12-03,direct,desktop,IN,starter,0.273,25-34
U007308,2025-10-09,organic,desktop,US,pro,0.589,18-24
U007309,2025-12-29,paid_search,mobile,BR,starter,0.297,45-54
U007310,2025-10-27,direct,desktop,FR,starter,0.467,25-34
U007311,2025-10-03,paid_social,mobile,DE,free,0.398,35-44
U007312,2025-11-02,organic,mobile,FR,free,0.167,25-34
U007313,2025-11-22,direct,mobile,US,free,0.168,25-34
U007314,2025-10-21,paid_social,mobile,UK,starter,0.022,45-54
U007315,2025-10-01,paid_search,tablet,US,free,0.185,55+
U007316,2025-12-24,paid_search,mobile,UK,enterprise,0.312,18-24
U007317,2025-10-02,paid_social,desktop,US,free,0.427,25-34
U007318,2025-11-08,direct,mobile,CA,enterprise,0.658,35-44
U007319,2025-11-06,email,mobile,US,free,0.179,25-34
U007320,2025-11-09,paid_search,desktop,US,starter,0.526,25-34
U007321,2025-10-07,paid_search,desktop,US,free,0.089,35-44
U007322,2025-10-07,email,mobile,AU,starter,0.384,18-24
U007323,2025-10-13,paid_search,desktop,UK,free,0.143,18-24
U007324,2025-10-16,organic,tablet,JP,free,0.272,35-44
U007325,2025-10-07,referral,desktop,DE,free,0.132,55+
U007326,2025-11-21,paid_social,tablet,DE,free,0.106,45-54
U007327,2025-10-09,paid_social,mobile,AU,starter,0.399,45-54
U007328,2025-10-15,referral,mobile,US,free,0.264,25-34
U007329,2025-10-07,direct,mobile,JP,starter,0.246,25-34
U007330,2025-10-11,organic,tablet,BR,free,0.276,18-24
U007331,2025-10-18,organic,desktop,US,free,0.566,18-24
U007332,2025-10-13,referral,desktop,US,enterprise,0.666,25-34
U007333,2025-10-31,paid_search,mobile,IN,free,0.273,18-24
U007334,2025-11-25,direct,desktop,US,free,0.247,45-54
U007335,2025-10-07,direct,desktop,CA,starter,0.237,25-34
U007336,2025-10-21,organic,tablet,US,starter,0.129,35-44
U007337,2025-12-01,organic,tablet,US,free,0.108,25-34
U007338,2025-11-17,direct,desktop,BR,starter,0.371,35-44
U007339,2025-11-09,direct,mobile,UK,starter,0.299,35-44
U007340,2025-10-24,paid_social,desktop,CA,free,0.303,25-34
U007341,2025-10-21,organic,mobile,US,free,0.495,25-34
U007342,2025-10-08,organic,mobile,BR,free,0.063,25-34
U007343,2025-10-13,paid_search,mobile,US,starter,0.516,45-54
U007344,2025-12-14,referral,mobile,UK,enterprise,0.197,25-34
U007345,2025-10-13,paid_search,mobile,US,free,0.254,35-44
U007346,2025-10-12,email,desktop,US,starter,0.31,18-24
U007347,2025-11-02,direct,mobile,US,free,0.134,25-34
U007348,2025-10-17,direct,mobile,US,pro,0.514,35-44
U007349,2025-10-08,email,desktop,US,starter,0.379,25-34
U007350,2025-10-09,paid_social,mobile,DE,starter,0.334,25-34
U007351,2025-10-02,paid_search,desktop,US,free,0.045,25-34
U007352,2025-11-20,direct,mobile,US,starter,0.489,55+
U007353,2025-11-30,organic,mobile,UK,pro,0.387,18-24
U007354,2025-12-03,referral,mobile,US,free,0.165,25-34
U007355,2025-10-11,direct,desktop,US,free,0.123,25-34
U007356,2025-12-02,organic,mobile,US,pro,0.811,35-44
U007357,2025-11-16,paid_search,mobile,UK,free,0.165,35-44
U007358,2025-10-10,organic,mobile,JP,free,0.286,35-44
U007359,2025-11-11,organic,mobile,US,free,0.315,45-54
U007360,2025-10-13,referral,mobile,UK,starter,0.513,18-24
U007361,2025-10-18,paid_social,mobile,US,starter,0.367,18-24
U007362,2025-12-22,referral,mobile,US,free,0.14,45-54
U007363,2025-10-24,email,mobile,US,starter,0.255,18-24
U007364,2025-11-13,direct,mobile,US,free,0.122,35-44
U007365,2025-11-15,referral,mobile,JP,free,0.256,25-34
U007366,2025-10-04,organic,desktop,BR,free,0.545,25-34
U007367,2025-11-09,organic,mobile,FR,free,0.464,35-44
U007368,2025-12-17,referral,desktop,JP,free,0.138,25-34
U007369,2025-10-04,email,mobile,US,pro,0.439,25-34
U007370,2025-10-16,paid_search,desktop,US,free,0.168,35-44
U007371,2025-11-08,email,mobile,DE,starter,0.234,25-34
U007372,2025-12-29,email,desktop,US,free,0.311,25-34
U007373,2025-11-19,email,desktop,US,free,0.201,18-24
U007374,2025-12-01,direct,desktop,US,free,0.192,18-24
U007375,2025-10-29,paid_search,mobile,CA,free,0.104,55+
U007376,2025-10-05,email,desktop,US,enterprise,0.319,35-44
U007377,2025-10-31,direct,desktop,JP,free,0.123,45-54
U007378,2025-10-10,organic,desktop,CA,free,0.522,45-54
U007379,2025-10-16,organic,desktop,UK,free,0.177,25-34
U007380,2025-10-31,paid_social,desktop,US,pro,0.454,25-34
U007381,2025-12-04,email,desktop,US,starter,0.358,55+
U007382,2025-10-01,email,desktop,DE,starter,0.451,25-34
U007383,2025-10-13,email,desktop,US,starter,0.071,25-34
U007384,2025-10-31,paid_search,mobile,CA,free,0.171,45-54
U007385,2025-11-09,paid_search,mobile,JP,free,0.183,25-34
U007386,2025-11-11,paid_search,mobile,DE,free,0.399,25-34
U007387,2025-10-07,direct,desktop,US,starter,0.656,45-54
U007388,2025-10-03,organic,mobile,US,enterprise,0.165,25-34
U007389,2025-10-10,direct,desktop,US,free,0.213,45-54
U007390,2025-10-20,paid_search,mobile,US,pro,0.625,35-44
U007391,2025-10-03,direct,mobile,US,starter,0.194,25-34
U007392,2025-11-27,email,desktop,JP,free,0.142,35-44
U007393,2025-10-06,referral,desktop,BR,enterprise,0.328,45-54
U007394,2025-10-29,direct,mobile,US,free,0.288,25-34
U007395,2025-11-19,direct,desktop,DE,pro,0.808,25-34
U007396,2025-10-14,direct,mobile,US,free,0.051,45-54
U007397,2025-11-02,organic,desktop,US,free,0.344,35-44
U007398,2025-10-24,referral,mobile,IN,pro,0.556,35-44
U007399,2025-10-29,email,desktop,FR,starter,0.168,35-44
U007400,2025-10-01,direct,desktop,JP,free,0.433,25-34
U007401,2025-12-02,paid_social,desktop,UK,pro,0.341,25-34
U007402,2025-11-17,organic,mobile,CA,free,0.273,25-34
U007403,2025-11-28,referral,desktop,US,free,0.434,25-34
U007404,2025-11-09,email,mobile,JP,starter,0.358,45-54
U007405,2025-10-07,email,mobile,BR,free,0.453,25-34
U007406,2025-10-04,direct,mobile,MX,free,0.17,35-44
U007407,2025-10-03,paid_search,mobile,FR,free,0.738,55+
U007408,2025-10-31,organic,desktop,AU,free,0.12,18-24
U007409,2025-10-15,organic,desktop,US,free,0.07,35-44
U007410,2025-11-04,direct,mobile,UK,pro,0.554,35-44
U007411,2025-11-24,email,desktop,JP,free,0.48,55+
